1374589270 2013-07-23_15:21 1090 842 248
1374676109 2013-07-24_15:28 1090 842 248
1374676210 2013-07-24_15:30 1090 842 248
1374676261 2013-07-24_15:31 1090 842 248
1374676334 2013-07-24_15:32 1090 842 248
1374685606 2013-07-24_18:06 1090 842 248
1374685639 2013-07-24_18:07 1090 842 248
1374691636 2013-07-24_19:47 1092 844 248
1374692202 2013-07-24_19:56 1092 844 248
1374692264 2013-07-24_19:57 1092 844 248
1374693092 2013-07-24_20:11 1092 844 248
1374693443 2013-07-24_20:17 1092 844 248
1374700643 2013-07-24_22:17 1092 844 248
1374707845 2013-07-25_00:17 1093 844 249
1374715051 2013-07-25_02:17 1093 844 249
1374722243 2013-07-25_04:17 1096 847 249
1374729443 2013-07-25_06:17 1096 847 249
1374736645 2013-07-25_08:17 1096 847 249
1374743843 2013-07-25_10:17 1096 847 249
1374751045 2013-07-25T12:17 1096 847 249
1374758248 2013-07-25T14:17 1096 847 249
1374765443 2013-07-25T16:17 1097 848 249
1374772643 2013-07-25T18:17 1097 848 249
1374779844 2013-07-25T20:17 1097 848 249
1374787043 2013-07-25T22:17 1097 848 249
1374876922 2013-07-26T23:15 1098 849 249
1374877109 2013-07-26T23:18 1098 849 249
1374878840 2013-07-26T23:47 1098 849 249
1374879351 2013-07-26T23:55 1098 849 249
1374879418 2013-07-26T23:56 1098 849 249
1374879565 2013-07-26T23:59 1098 849 249
1374879628 2013-07-27T00:00 1098 849 249
1374879781 2013-07-27T00:03 1098 849 249
1374879930 2013-07-27T00:05 1098 849 249
1374880188 2013-07-27T00:09 1098 849 249
1374887389 2013-07-27T02:09 1098 849 249
1374894588 2013-07-27T04:09 1099 849 250
1374901788 2013-07-27T06:09 1099 849 250
1374908988 2013-07-27T08:09 1099 849 250
1374916188 2013-07-27T10:09 1099 849 250
1374920861 2013-07-27T11:27 1099 849 250
1374920995 2013-07-27T11:29 1099 849 250
1374921071 2013-07-27T11:31 1099 849 250
1374924151 2013-07-27T12:22 1099 849 250
1374931404 2013-07-27T14:23 1099 849 250
1374938604 2013-07-27T16:23 1099 849 250
1374945804 2013-07-27T18:23 1099 849 250
1374953004 2013-07-27T20:23 1099 849 250
1374960204 2013-07-27T22:23 1099 849 250
1374967406 2013-07-28T00:23 1099 849 250
1374974607 2013-07-28T02:23 1099 849 250
1374981804 2013-07-28T04:23 1099 849 250
1374989004 2013-07-28T06:23 1099 849 250
1374996204 2013-07-28T08:23 1099 849 250
1375003404 2013-07-28T10:23 1099 849 250
1375010604 2013-07-28T12:23 1099 849 250
1375017804 2013-07-28T14:23 1099 849 250
1375025004 2013-07-28T16:23 1099 849 250
1375032205 2013-07-28T18:23 1099 849 250
1375039404 2013-07-28T20:23 1099 849 250
1375046606 2013-07-28T22:23 1099 849 250
1375053806 2013-07-29T00:23 1099 849 250
1375061004 2013-07-29T02:23 1099 849 250
1375068204 2013-07-29T04:23 1099 849 250
1375075404 2013-07-29T06:23 1099 849 250
1375082604 2013-07-29T08:23 1098 848 250
1375089810 2013-07-29T10:23 1098 848 250
1375097005 2013-07-29T12:23 1098 848 250
1375104204 2013-07-29T14:23 1098 848 250
1375111404 2013-07-29T16:23 1098 848 250
1375118604 2013-07-29T18:23 1098 848 250
1375125817 2013-07-29T20:23 1098 848 250
1375133005 2013-07-29T22:23 1098 848 250
1375140206 2013-07-30T00:23 1098 848 250
1375147404 2013-07-30T02:23 1098 848 250
1375154604 2013-07-30T04:23 1098 848 250
1375161805 2013-07-30T06:23 1098 848 250
1375169004 2013-07-30T08:23 1098 848 250
1375176204 2013-07-30T10:23 1098 848 250
1375260874 2013-07-31T09:54 1098 848 250
1375268013 2013-07-31T11:53 1098 848 250
1375275215 2013-07-31T13:53 1098 848 250
1375282413 2013-07-31T15:53 1098 848 250
1375289614 2013-07-31T17:53 1098 848 250
1375296841 2013-07-31T19:54 1098 848 250
1375383790 2013-08-01T20:03 1098 848 250
1375445338 2013-08-02T13:08 1102 851 251
1375453671 2013-08-02T15:27 1104 853 251
1375460871 2013-08-02T17:27 1104 853 251
1375468071 2013-08-02T19:27 1104 853 251
1375475271 2013-08-02T21:27 1104 853 251
1375642002 2013-08-04T19:46 1105 855 250
1375645108 2013-08-04T20:38 1105 855 250
1375806194 2013-08-06T17:23 1114 862 252
1375813578 2013-08-06T19:26 1114 862 252
1375820787 2013-08-06T21:26 1114 862 252
1375827995 2013-08-06T23:26 1114 861 253
1375835205 2013-08-07T01:26 1114 861 253
1375842415 2013-08-07T03:26 1114 861 253
1375849623 2013-08-07T05:27 1114 861 253
1375856832 2013-08-07T07:27 1114 861 253
1375864041 2013-08-07T09:27 1114 861 253
1375871249 2013-08-07T11:27 1114 861 253
1375878458 2013-08-07T13:27 1114 861 253
1375885666 2013-08-07T15:27 1114 862 252
1375892875 2013-08-07T17:27 1114 862 252
1375900085 2013-08-07T19:28 1114 862 252
1375907294 2013-08-07T21:28 1115 863 252
1375914502 2013-08-07T23:28 1115 863 252
1375921713 2013-08-08T01:28 1115 863 252
1375928923 2013-08-08T03:28 1115 863 252
1375936131 2013-08-08T05:28 1115 863 252
1375943340 2013-08-08T07:29 1115 863 252
1375950549 2013-08-08T09:29 1115 863 252
1375957758 2013-08-08T11:29 1115 863 252
1375964967 2013-08-08T13:29 1115 863 252
1375972175 2013-08-08T15:29 1115 864 251
1375979384 2013-08-08T17:29 1115 864 251
1375986592 2013-08-08T19:29 1116 865 251
1375993801 2013-08-08T21:30 1116 865 251
1376001009 2013-08-08T23:30 1116 865 251
1376008220 2013-08-09T01:30 1116 865 251
1376015430 2013-08-09T03:30 1116 865 251
1376022639 2013-08-09T05:30 1116 865 251
1376029848 2013-08-09T07:30 1116 865 251
1376037056 2013-08-09T09:30 1116 865 251
1376044264 2013-08-09T11:31 1117 866 251
1376051474 2013-08-09T13:31 1117 866 251
1376058683 2013-08-09T15:31 1117 866 251
1376065891 2013-08-09T17:31 1117 866 251
1376073100 2013-08-09T19:31 1117 866 251
1376080308 2013-08-09T21:31 1117 866 251
1376087517 2013-08-09T23:31 1117 866 251
1376094727 2013-08-10T01:32 1117 866 251
1376101937 2013-08-10T03:32 1117 866 251
1376109146 2013-08-10T05:32 1117 866 251
1376116355 2013-08-10T07:32 1117 866 251
1376123564 2013-08-10T09:32 1117 866 251
1376130772 2013-08-10T11:32 1117 866 251
1376137981 2013-08-10T13:33 1117 866 251
1376145190 2013-08-10T15:33 1118 866 252
1376152399 2013-08-10T17:33 1118 866 252
1376159608 2013-08-10T19:33 1118 866 252
1376166817 2013-08-10T21:33 1118 866 252
1376174026 2013-08-10T23:33 1118 866 252
1376181235 2013-08-11T01:33 1118 866 252
