1374876931 2013-07-26T23:15 1477 1173 304 55 944 1098 0 0
1374877113 2013-07-26T23:18 1477 1173 304 55 944 1098 0 0
1374878843 2013-07-26T23:47 1477 1173 304 55 944 1098 0 0
1374879355 2013-07-26T23:55 1477 1173 304 55 944 1098 0 0
1374879421 2013-07-26T23:57 1477 1173 304 55 944 1098 0 0
1374879568 2013-07-26T23:59 1477 1173 304 55 944 1098 0 0
1374879635 2013-07-27T00:00 1477 1173 304 55 944 1098 0 0
1374879787 2013-07-27T00:03 1477 1173 304 55 944 1098 0 0
1374879935 2013-07-27T00:05 1477 1173 304 55 944 1098 0 0
1374880192 2013-07-27T00:09 1477 1173 304 55 944 1098 0 0
1374887393 2013-07-27T02:09 1477 1173 304 55 944 1098 0 0
1374894592 2013-07-27T04:09 1478 1173 305 55 944 1099 0 0
1374901791 2013-07-27T06:09 1478 1173 305 55 944 1099 0 0
1374908992 2013-07-27T08:09 1479 1174 305 55 945 1099 0 0
1374916192 2013-07-27T10:09 1479 1174 305 55 945 1099 0 0
1374924156 2013-07-27T12:22 1480 1175 305 55 946 1099 0 0
1374931410 2013-07-27T14:23 1480 1175 305 55 946 1099 0 0
1374938609 2013-07-27T16:23 1480 1175 305 55 946 1099 0 0
1374945810 2013-07-27T18:23 1480 1175 305 55 946 1099 0 0
1374953010 2013-07-27T20:23 1480 1175 305 55 946 1099 0 0
1374960209 2013-07-27T22:23 1480 1175 305 55 946 1099 0 0
1374967416 2013-07-28T00:23 1480 1175 305 55 946 1099 0 0
1374974612 2013-07-28T02:23 1480 1175 305 55 946 1099 0 0
1374981809 2013-07-28T04:23 1479 1174 305 55 945 1099 0 0
1374989010 2013-07-28T06:23 1479 1174 305 55 945 1099 0 0
1374996210 2013-07-28T08:23 1479 1174 305 55 945 1099 0 0
1375003410 2013-07-28T10:23 1479 1174 305 55 945 1099 0 0
1375010609 2013-07-28T12:23 1479 1174 305 55 945 1099 0 0
1375017810 2013-07-28T14:23 1479 1174 305 55 945 1099 0 0
1375025009 2013-07-28T16:23 1478 1173 305 55 945 1099 0 0
1375032211 2013-07-28T18:23 1478 1173 305 55 945 1099 0 0
1375039410 2013-07-28T20:23 1478 1173 305 55 945 1099 0 0
